EMP_ID,Role,Domain,Analytical Skills,Technical Proficiency,Communication Skills,Problem Solving Skills,test,dafedaf,lkjdhfdghj,Years of experience in Business Analysis,Experience of related Domain,Leadership-Team lead experience,etset,Bachelor's Degree,Master's Degree,KPI_Score,Proficiency in Programming Languages,"Database Management (SQL, NoSQL)",API Development and Integration,Knowledge of Frameworks,Understanding of Microservices Architecture,Years of experience in Bacend Engineer,"Scripting and Automation (Python, Bash)",Continuous Integration/Continuous Deployment,"Cloud Platforms ( AWS, Azure, GCP)",Configuration Management Tools,Monitoring and Logging Tools,Years of experience in DevOps Engineer,Leadership/Team lead experience,Proficiency in HTML/CSS,Proficiency in JavaScript/TypeScript,Knowledge of Frontend Frameworks/Libraries,UI/UX Design Principles,Responsive Design and Cross-Browser Compatibility,Years of experience in FrontEnd engineer,Proficiency in Frontend Technologies,Proficiency in Backend Technologies,Knowledge of Frontend Frameworks,Knowledge of Backend Frameworks,Years of experience in Fullstack engineer,planning & scheduling,Leadership and Team Management,Risk Management,Budgeting and Cost Control,Knowledge of Project Management Methodologies,Excellent communication,Test Automation,Knowledge of testing methodologies,Bug tracking and reporting,Years of experience in QA,Technical Expertise,Project Management Skills,Problem-Solving and Decision-Making,Communication and Collaboration,Years of experience in Tech Lead,Performance_Category
BA_SYN_213,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,related,65.5,Advanced,Novice,Advanced,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_214,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,related,57.0,Intermediate,Intermediate,Advanced,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_215,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,56.0,Advanced,Novice,Novice,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_216,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,related,48.0,Intermediate,Intermediate,Intermediate,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_217,Backend Engineer,Finance,,,,,,,,,15+,,,related,Unrelated,60.0,Novice,Advanced,Novice,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_218,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,44.0,Intermediate,Intermediate,Novice,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_219,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,related,55.5,Novice,Advanced,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_220,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,related,57.0,Intermediate,Advanced,Novice,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_221,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,related,64.5,Advanced,Intermediate,Novice,Advanced,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_222,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,related,60.5,Intermediate,Novice,Advanced,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_223,Backend Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,41.5,Intermediate,Intermediate,Novice,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_224,Backend Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,related,48.0,Novice,Advanced,Novice,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_225,Backend Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,Unrelated,36.5,Novice,Advanced,Novice,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_226,Backend Engineer,Education,,,,,,,,,0 - 5,,,related,related,48.0,Advanced,Novice,Intermediate,Novice,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_227,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,35.5,Intermediate,Novice,Intermediate,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_228,Backend Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,related,47.0,Advanced,Novice,Intermediate,Novice,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_229,Backend Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,55.0,Advanced,Novice,Novice,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_230,Backend Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,50.5,Advanced,Novice,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_231,Backend Engineer,Education,,,,,,,,,15+,,,Unrelated,Unrelated,56.5,Advanced,Advanced,Novice,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_232,Backend Engineer,Education,,,,,,,,,15+,,,related,Unrelated,53.0,Intermediate,Novice,Intermediate,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_233,Backend Engineer,Health,,,,,,,,,0 - 5,,,related,Unrelated,52.0,Novice,Advanced,Novice,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_234,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,52.0,Intermediate,Intermediate,Intermediate,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_235,Backend Engineer,Education,,,,,,,,,15+,,,related,Unrelated,53.0,Intermediate,Intermediate,Novice,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_236,Backend Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,Unrelated,53.0,Advanced,Novice,Advanced,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_237,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,related,42.5,Intermediate,Novice,Intermediate,Novice,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_238,Backend Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,related,57.5,Intermediate,Intermediate,Advanced,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_239,Backend Engineer,Finance,,,,,,,,,15+,,,Unrelated,Unrelated,39.0,Novice,Novice,Novice,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_240,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,Unrelated,50.0,Intermediate,Intermediate,Advanced,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_241,Backend Engineer,Education,,,,,,,,,0 - 5,,,related,Unrelated,52.5,Intermediate,Novice,Advanced,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_242,Backend Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,54.5,Advanced,Intermediate,Novice,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_243,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,related,44.5,Intermediate,Novice,Novice,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_244,Backend Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,Unrelated,50.5,Novice,Advanced,Intermediate,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_245,Backend Engineer,Finance,,,,,,,,,15+,,,Unrelated,Unrelated,47.5,Advanced,Intermediate,Novice,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_246,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,44.5,Intermediate,Novice,Novice,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_247,Backend Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,26.0,Novice,Novice,Novice,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low
BA_SYN_248,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,related,52.0,Intermediate,Intermediate,Novice,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_249,Backend Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,Unrelated,54.0,Advanced,Advanced,Intermediate,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_250,Backend Engineer,Education,,,,,,,,,15+,,,Unrelated,related,64.5,Advanced,Advanced,Novice,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_251,Backend Engineer,Health,,,,,,,,,0 - 5,,,related,related,41.0,Novice,Novice,Novice,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_252,Backend Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,58.0,Advanced,Novice,Intermediate,Advanced,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_253,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,56.5,Advanced,Intermediate,Novice,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_254,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,57.5,Intermediate,Intermediate,Intermediate,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_255,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,related,42.0,Intermediate,Novice,Intermediate,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_256,Backend Engineer,Education,,,,,,,,,15+,,,Unrelated,related,55.5,Novice,Intermediate,Advanced,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_257,Backend Engineer,Education,,,,,,,,,0 - 5,,,related,related,55.0,Advanced,Novice,Intermediate,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_258,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,53.0,Intermediate,Intermediate,Novice,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_259,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,Unrelated,51.5,Intermediate,Advanced,Novice,Novice,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_260,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,related,43.0,Novice,Novice,Intermediate,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_261,Backend Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,41.5,Novice,Intermediate,Intermediate,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_262,Backend Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,related,72.5,Advanced,Advanced,Intermediate,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_263,Backend Engineer,Education,,,,,,,,,15+,,,related,related,63.5,Intermediate,Advanced,Intermediate,Intermediate,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_264,Backend Engineer,Education,,,,,,,,,15+,,,Unrelated,related,60.0,Intermediate,Advanced,Intermediate,Intermediate,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_265,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,68.0,Novice,Advanced,Advanced,Advanced,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_266,Backend Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,related,42.0,Intermediate,Novice,Novice,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_267,Backend Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,Unrelated,56.5,Advanced,Advanced,Novice,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_268,Backend Engineer,Education,,,,,,,,,15+,,,related,Unrelated,66.0,Advanced,Advanced,Intermediate,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_269,Backend Engineer,Education,,,,,,,,,15+,,,Unrelated,Unrelated,59.5,Advanced,Advanced,Novice,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_270,Backend Engineer,Education,,,,,,,,,15+,,,related,Unrelated,58.0,Novice,Advanced,Intermediate,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_271,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,Unrelated,30.5,Novice,Novice,Intermediate,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_272,Backend Engineer,Health,,,,,,,,,0 - 5,,,related,related,37.0,Novice,Novice,Novice,Novice,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_273,Backend Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,related,45.0,Intermediate,Intermediate,Advanced,Novice,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_274,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,Unrelated,56.0,Advanced,Advanced,Intermediate,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_275,Backend Engineer,Health,,,,,,,,,15+,,,related,Unrelated,62.5,Intermediate,Advanced,Intermediate,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_276,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,related,67.5,Advanced,Advanced,Advanced,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_277,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,related,64.5,Intermediate,Advanced,Advanced,Advanced,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_278,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,43.5,Novice,Intermediate,Advanced,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_279,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,related,59.0,Advanced,Novice,Advanced,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_280,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,51.0,Advanced,Novice,Novice,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_281,Backend Engineer,Education,,,,,,,,,15+,,,Unrelated,Unrelated,55.0,Intermediate,Advanced,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_282,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,68.0,Advanced,Novice,Advanced,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_283,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,67.5,Intermediate,Advanced,Advanced,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_284,Backend Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,55.5,Advanced,Intermediate,Advanced,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_285,Backend Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,46.5,Intermediate,Novice,Intermediate,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_286,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,48.0,Intermediate,Intermediate,Novice,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_287,Backend Engineer,Health,,,,,,,,,15+,,,related,Unrelated,63.0,Advanced,Novice,Intermediate,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_288,Backend Engineer,Health,,,,,,,,,15+,,,related,related,57.5,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_289,Backend Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,Unrelated,47.0,Intermediate,Advanced,Intermediate,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_290,Backend Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,related,67.0,Advanced,Advanced,Intermediate,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_291,Backend Engineer,Health,,,,,,,,,15+,,,related,related,68.0,Advanced,Novice,Intermediate,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_292,Backend Engineer,Education,,,,,,,,,15+,,,Unrelated,related,59.5,Advanced,Intermediate,Novice,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_293,Backend Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,46.5,Intermediate,Novice,Advanced,Intermediate,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_294,Backend Engineer,Finance,,,,,,,,,15+,,,related,related,44.0,Novice,Novice,Intermediate,Novice,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_295,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,related,53.0,Novice,Intermediate,Advanced,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_296,Backend Engineer,Finance,,,,,,,,,15+,,,related,related,63.5,Intermediate,Advanced,Intermediate,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_297,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,45.0,Intermediate,Novice,Novice,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_298,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,51.5,Intermediate,Novice,Advanced,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_299,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,related,72.5,Intermediate,Advanced,Advanced,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_300,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,Unrelated,35.0,Intermediate,Novice,Intermediate,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_301,Backend Engineer,Health,,,,,,,,,0 - 5,,,related,Unrelated,44.5,Novice,Advanced,Intermediate,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_302,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,related,32.5,Novice,Intermediate,Novice,Novice,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_303,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,related,67.5,Advanced,Advanced,Advanced,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_304,Backend Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,related,49.0,Intermediate,Advanced,Novice,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_305,Backend Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,51.0,Advanced,Novice,Novice,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_306,Backend Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,Unrelated,32.5,Novice,Novice,Advanced,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_307,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,51.5,Intermediate,Advanced,Intermediate,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_308,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,related,63.0,Advanced,Novice,Intermediate,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_309,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,45.0,Novice,Intermediate,Advanced,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_310,Backend Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,related,64.0,Advanced,Advanced,Novice,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_311,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,48.5,Novice,Novice,Intermediate,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_312,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,55.5,Novice,Intermediate,Advanced,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_313,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,Unrelated,62.5,Advanced,Intermediate,Advanced,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_314,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,43.0,Novice,Advanced,Intermediate,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_315,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,42.5,Intermediate,Novice,Novice,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_316,Backend Engineer,Finance,,,,,,,,,15+,,,related,related,45.5,Novice,Novice,Novice,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_317,Backend Engineer,Health,,,,,,,,,0 - 5,,,related,related,45.5,Novice,Intermediate,Novice,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_318,Backend Engineer,Health,,,,,,,,,15+,,,related,Unrelated,55.5,Intermediate,Novice,Intermediate,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_319,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,related,52.5,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_320,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,related,63.0,Novice,Advanced,Advanced,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_321,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,related,45.0,Novice,Intermediate,Novice,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_322,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,51.5,Advanced,Intermediate,Intermediate,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_323,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,52.0,Intermediate,Advanced,Intermediate,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_324,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,related,63.0,Advanced,Novice,Advanced,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_325,Backend Engineer,Health,,,,,,,,,0 - 5,,,related,related,40.5,Intermediate,Novice,Novice,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_326,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,55.0,Novice,Advanced,Novice,Advanced,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_327,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,75.0,Advanced,Advanced,Intermediate,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
